,name,text
1230,"2 Scoops: White Peach, Passionfruit",Sorbet style ale with White peaches and passionfruit
1231,"2 Scoops : Strawberry, Kiwi",Sorbet style ale with Strawberries and Kiwi
1232,Imperial Dreamsicle (Pineapple Galaxy),Imperial Dreamsicle Double IPA (Galaxy) with Pineapple Orange Vanilla
1233,"3 Scoops : Passionfruit, Mango, Apricot","Sorbet-style gose w/ Passionfruit, Mango, & Apricot."
1234,"Limonsito : Cherry, Apricot",Gose with Apricot and Cherries
1235,Frozan Kiwi Strawberry,Kiwi Strawberry Slushee
1236,Passionfruit Key Lime (Andall),Key Lime Gose with Passionfruit
1237,Frozan Pina Colada W/ Strawberry,Pina Colada with a touch of strawberries SLUSHEE
1238,Double Blackberry Puffsicle,Marshmallow Popsicle with double blackberries
1239,Double Barrel Deanna Breakfast,"Bourbon/Rum Imperial Oatmeal stout with Rostov's Jamaican Blue Mountain coffee, dark Vermont maple syrup and Cinnamon Toast Crunch"
1240,Red Currant And Lime Sorbet (Andall),Gose with Red Current and Lime juice
1241,GOT Arya,"Sorbet style with Black Currants, Blackberries, Blueberries and black lava salt"
1242,Shot A Kite W/Passionfruit Lemonade,Saison with passionfruit lemonade
1243,Morning Ku,"Imperial stout with Jamaican Blue Mountain coffee, Vermont dark maple syrup, Papa New Guinea vanilla and Ancho chili"
1244,Elder Sophia Limonsito (Andall),"Lemonade Style Gose with Elderflower, Passionfruit and Apricot"
1245,Eye of the Tyger,"Thic/fudgy Imperial stout with Rostov's French roast coffee beans, Tahitian vanilla, toasted coconut and a touch of sea salt"
1246,Barrel Aged Tiramisu,"Barrel aged Imperial Chocolate stout with espresso coffee, cacao nibs and vanilla"
1247,Alaina Smoothie,Alaina birthday smoothie with Raspberries(65%) Mangoes(15%) Banana(15%) and Kiwi(5%)
1248,Margaret Dreamsicle (Peach),Dreamsicle style sour IPA with Peach Orange Vanilla
1249,Laird's Apple Brandy I Am CM Bryant,"Laird's Apple Brandy Imperial Stout with Rostov's Jamaican Blue Mountain coffee, Hazelnut soaked toasted coconut and bourbon barrel aged honey"
1250,Jenn Jump Juice,"Fruit smoothie with Morello cherries, wild blackberries and tangerines(5%)"
1251,Barrel Aged I Am CM Bryant Friend Dan,"Dan Noll special barrel aged Imperial Stout with Kona coffee, Hazelnut, Vanilla beans, toasted coconut and Bourbon honey"
1252,Laird's Apple Brandy I Am CM Bryant Friend's Andy,Laird's Apple brandy I Am CM Bryant's Friend Andy
1253,Double Strawberry Triple Popsicle,Triple Popsicle Gose with double strawberries
1254,Slice of Beer,"After a night of one too many glasses of pizza, nothing quenches your thirst quite like a slice of beer. This mexican-style lager features extra pale… Read More"
1255,Jason Kelce's Cake,"Barrel aged Imperial stout with Brazillian cacao nibs, Tahitian vanilla beans and bourbon soaked toasted coconut"
1256,Laird's Apple Brandy Blanton's German Chocolate Cake,"Laird's Apple Brandy Imperial Milkstout with Honduras Cacao nibs, Tahitian vanilla and toasted coconut"
1257,Raspberry Currant Puffsicle,Marshmallow Popsicle Gose with raspberries and Redcurrant
1258,Cherry Vanilla Bourbon Shake (Andall,Imperial Stout with Bourbon soaked Tart Cherries and Madagascar Bourbon vanilla beans
1259,Strawberrita,"Margarita style Gose with Strawberries, Prickly Pear, Blood orange, Calamondin and Lime zest"
1260,Moving Target (Apricot Lemonade),Moving Target IPA with Apricot lemonade
1261,"Puff Puff Pass: Morello, Montmorency","Marshmallow, Morello cherries, Montmorency cherries"
1262,Lonetto Gone Wild (Andall),Wild Saison with Raspberries and Meyer Lemon
1263,MBCP (Andall),"Porter with Bewdly smoked coffee bean, dark Vermont maple syrup and bacon"
1264,Adeline Strawberry Rhubarb,"Adeline famous strawberry rhubarb concoction. 60% strawberries, 38 % Rhubarb, 2 % Calamondin and Pink Himalayan sea salt"
1265,Aunt Sara W/JBM,Aunt Sara with Rostov's Jamaican Blue Mountain coffee
1266,Southern Pecan Cookies S'more,Imperial Chocolate Stout with Southern Pecan Cookies and toasted marshmallow
1267,Tayberry Limonsito (Andall),Lemonade style Gose with Tayberries
1268,Barrel Aged Mothra,"Bourbon barrel aged Dark Barleywine with special coffee blend (Catuai Bourbon, Mundo Nuevo, Catimor) Brazilian cacao nibs, Tahitian vanilla beans and… Read More"
1269,It's A Big DILL,"Pickle Joose Gose with Vlassic Kosher Dill, Zing Zang Bloody Mary, fresh habeneroes and celery salt"
1270,PB & J (Grape),Chocolate stout with real Peanut Butter and Concord Grape
1271,Frozan Strawberry-Banana,Strawberries Banana slushee
1272,Double Fudge: French Toast,"Thick/fudgy imperial stout with Vermont maple syrup, Saigon cinnamon, Tahitian vanilla and Ghana cacao nibs"
1273,"2 Scoops : Raspberry, Strawberry",Sorbet style Smoothie with Raspberries and Strawberries
1274,Frozan Double Plum Popsicle,Slushee
1275,Peach Vanilla Melted Sorbet,Refreshing Sorbet sour with Blood Peaches and Tahitian vanilla
1276,Rum Barrel Aged My Maan,"Rum barrel Imperial stout with Havanna Night Dark Arabica coffee, Willie's Baracao Cacao, toasted coconut and a pinch of salt"
1277,Passionfruit Raspberry Melted Sorbet Ice,Imperial Gose with Passionfruit and Raspberries
1278,Barrel Aged King Kahuna W/Maple (Andall),Barrel Aged King Kahuna with dark Vermont maple
1279,Dreamsicle,Dreamsicle IPA with Orange Vanilla
1280,Mint Julep (Andall),
1281,Double Fudge : Aunt Sara,"Double Fudge thick/fudgy imperial stout with Rostov's French roast coffee, Tahitian vanilla, Saigon cinnamon and dark Vermont maple syrup"
1282,Bourbon Barrel Aged Double Fudge: Vanilla,Bourbon barrel aged thick/fudgy imperial stout with Brazilian cacao nibs and Tahitian vanilla
1283,Corporate Happy Hour,"Our super soft 100% Citra IPA, Corporate Severance Package, conditioned on Papua Guinea Vanilla beans. This delicate crusher hits you with aromas of warm… Read More"
1284,JMFP (Andall),"Imperial Stout with double shot of Kona coffee, Belize cacao nibs, Vietnamese cinnamon and Ancho chili. John Mutha F*cking Paradee, this stout for you Read More"
1285,Steven Somers Macaroon,This stout is for our good friend Steven Somers. Who just lost his fight to brain cancer. It's a liquid candy bar Imperial Chocolate Milkstout with cacao… Read More
1286,Double Barrel Swiss Chocolate Macaroon (Rum/Bourbon),"Rum/Bourbon Imperial Chocolate stout with Swiss almond coffee, cacao nibs and toasted coconut"
1287,Isuck Deez Nutz (Andall),"Barrel Aged Imperial Stout with Kona coffee beans, Dark Vermont maple syrup, Ancho chili, toasted coconut, Hazelnuts and Macadamia nuts"
1288,"3 Scoops : Peach, Mango, Vanilla","Italian Sorbetto with Peach, Mango and Vanilla"
1289,Morning Juice 7,"Unfiltered Berlinerweisse with Mangoes, Peaches and Habeneroes"
1290,Double Barrel Blanton's German Chocolate Cake (Laird's Apple/Bourbon),"Laird's Apple/Bourbon Barrel Imperial Chocolate stout with Belize cacao nibs, Tahitian vanilla and toasted coconut"
1291,Barrel Aged Feray,"Barrel Aged Chocolate stout with Cacao nibs, toasted marshmallow and toasted coconut"
1292,Laird's Apple Brandy Mounds Vesuvius,Laird's Apple Brandy Imperial Chocolate stout with Honduras cacao nibs and toasted coconut
1293,Shooting At Hurricane Florence To Scare It Away,"Laird's Apple Brandy Imperial milk stout blend with Bourbon barrel Imperial stout with Rostov's Jamaican Blue Mountain coffee, Hazelnut, Macadamia, vanilla… Read More"
1294,Morning Juice 5,"Unfiltered berlinerweisse with mangoes, pink guava and pineapple"
1295,Barrel Aged Good Nightmare Mekong W/Maple (Andall),Barrel aged Good nightmare Mekong Imperial coconut stout with dark Vermont maple
1296,Kiwi Lemonade,Refreshing Kiwi lemonade
1297,Moving Target (Peach Dreamsicle),Moving Target IPA with Peach Orange Vanilla
1298,Merullo Spritz (Andall),"This fruity Gose designed by Aileen Merullo. It's a combination of Blueberries, Raspberries, Blackberry, Calamondin and Passionfruit."
1299,Frozan Cherry Popsicle,
1300,Reese's Fluffernutter,"Imperial Chocolate Stout with Reese's Peanut Butter cup, toasted marshmallow and Tahitian vanilla"
1301,Bourbon Barrel Aged Nathaniel Spring,"Bourbon barrel aged imperial stout with Rostov's French coffee beans, Papa New Guinea vanilla, toasted marshmallow and dry habaneros"
1302,"2 Scoops : Mango, Raspberry",Sorbet Style Gose with Mangoes and Raspberries
1303,Hard In the Paint (Pineapple Lemonade),Hard in the Paint DIPA with Pineapple lemonade
1304,Margaret Dreamsicle ( Pineapple ),Dreamsicle Sour IPA with Pineapple Orange Vanilla
1305,Frozan Banana Colada,Banana Pina Colada SLUSHEE
1306,Out On Bail - Bondsman's Breakfast,"A variant of our porter, Out on Bail, conditioned on Rostov's Hazelnut Coffee, Cacao Nibs, and Cinnamon Toast Crunch Cereal. This easy drinking porter… Read More"
1307,Double Barrel Hairy Porter,"Laird's/Rum barrel aged imperial chocolate Porter with toasted marshmallow, Graham Crackers and toasted coconut"
1308,Double Cherry Puffsicle,Marshmallow Popsicle with double Morello cherries
1309,Bru-Bert,"Turn the lights on with this hazy Triple IPA featuring four clinically unreasonable dry hop additions of Citra, Galaxy, Idaho 7 & Mosaic. The nose is… Read More"
1310,"2 Scoops: Lychee, Pink Guava",Sorbet style with Lychee and Pink Guava
1311,Czech Engine Light (Radler),Czech Lager with Tangerine
1312,Imperial Dreamsicle (Pina Colada),Imperial Dreamsicle Double IPA with Pina Colada
1313,Apple Brandy Barrel Jamaican Phil B,"Apple Brandy barrel Imperial stout with Rostov's Jamaican Blue Mountain coffee, Ivory Coast cacao nibs, Tahitian vanilla, Saigon Cinnamon, toasted coconut… Read More"
1314,Raspberry Imperial Puffsicle,Imperial Puffsicle Gose with Raspberries Marshmallow vanilla
1315,Frozan Joose Is Loose,Joose is Loose slushy
1316,Margaret Dreamsicle (Pineberry),Dreamsicle Sour IPA with Strawberries Pineapple Orange Vanilla
1317,"Double Barrel Papa Kahuna(Cognac,Bourbon)",Cognac/Bourbon Papa Kahuna
1318,Naked Isuck Phil B !,"Big Ass Imperial Stout with Kona/Sumatra coffee beans, Dark maple syrup, toasted coconut, Hazelnut, Cacao nibs, vanilla, cinnamon and Ancho/Hebanero blend Read More"
1319,Adri Strawberry Rhubarb,"Popsicle style smoothie with Strawberry, Rhubarb, Blood Orange and Meyer lemon"
1320,"3 Scoops: Lychee, Lemonade, Passionfruit","Lychee, Lemonade, Passionfruit melted sorbet"
1321,Wise Pineapple Upside Down,"Alex Wise special Pineapple Upside Down cake with Pineapple, cherries, vanilla and almonds"
1322,Nick Wofford Fluffernutter,"Chocolate Milkstout with Peanut butter, Vanilla and toasted marshmallow"
1323,Crying Jordan (Andall),"Imperial Oatmeal Coffee Stout with Dark maple syrup, cinnamon, vanilla, Ancho, habenero and Carolina Reaper. This Stout is so spicy, it will make Jordan… Read More"
1324,Cherry Mangito(Andall),"Cuban Style Gose with Mangoes, Montmorency cherries, Meyer lemon, Habeneroes and Himalayan sea salt"
1325,"2 Scoops : Cherry, Blueberry",Sorbet style Gose with Morello cherries and blueberries
1326,Chocolate+Oreo+Marshmallow,"Imperial stout with Cacao nibs, Oreo and toasted marshmallow"
1327,Mango Popsicle (The Andall),
1328,Slippin' Jimmy,"Our Court Appointed Attorney Porter conditioned on Oreos, Almonds, and Swiss Chocolate Almond Coffee. The official breakfast of a confidence man."
1329,Rum Barrel King Kahuna w/ Ancho,Rum barrel aged King Kahuna Imperial Stout with Ancho chilies
1330,Erin Out the Dangler,"This is the MOTHER of all BREAKFAST Stout. Big ass Imperial Stout with Smugglers Notch Bourbon Barrel aged Vermont grade A dark robust Maple syrup, Rostav… Read More"
1331,"Thomas Melted Ice Cream (Coffee, Chocolate, Vanilla)","Special Stout for Chris Thomas's birthday. It's an Imperial Chocolate Stout with espresso coffee, Honduras cacao nibs and Tahitian vanilla bean. It's… Read More"
1332,Barrel Aged Imperial Porter,"Bourbon barrel aged Imperial Porter with Jamaican Blue Mountain coffee, Hazelnut and toasted coconut"
1333,Parthemore S'mores,"Imperial Oatmeal Stout with Cacao nibs, vanilla, Graham Crackers, raw honey and toasted marshmallow"
1334,Jason & Kate's Breakfast,"Jason and Kate special San Diego chocolate stout. Honey Graham crackers, Vanilla, Marshmallow and cacao nibs"
1335,April Caught Witte (Andall),"Wine barrel aged wild ale with apricot, Meyer lemon and lime zest"
1336,"2 Scoops : Wild Blackberry, White Peach",Sorbet Style Ale with Wild blackberries and White Peaches
1337,"Larceny (Mango, Pineapple)",Larceny IPA with Mango and Pineapple
1338,Matt & Kelly (Andall),"Matt and Kelly Bowers Wedding Imperial Stout with Pappy soaked oak chips, tart Montmorency cherries and Apricots"
1339,Lil' Kahuna (Andall),"Imperial Porter with Kona coffee bean, Hazelnut and toasted coconut"
1340,Purple Posse,Berlinerweisse with raspberries and blackberries
1341,Mimi Bishop (Andall),"Imperial Stout soaked with Jack Daniel oak chips, Kona coffee beans, Hazelnut and toasted coconut"
1342,RVA Makers (Andall),"Imperial Milkstout with Grilled ginger, Black Hand coffee and toasted coconut"
1343,What In Tarnation (Andall),"Imperial Chocolate milkstout with Costa Rica coffee beans, Madagascar vanilla beans, toasted marshmallow, Honey Graham Cracker and dark Virginia maple… Read More"
1344,Stonefruit Petty,"Petty Larceny Session IPA with Apricot, White Peaches and a touch of Calamondin"
1345,Crime of Passion,Larceny IPA with Passionfruit and Tangerine
1346,Double Fudge: Jamaican Blue Mountain Coffee,Double Fudge thick/fudgy imperial stout with cacao nibs and Jamaican Blue Mountain coffee
1347,Emperor Kahuna (Andall),"Imperial Milkstout with Kona coffee, Hazelnut, Macadamia and Apple Brandy toasted coconut"
1348,"3 Scoops : Blackberry, Blueberry, Raspberry","Sorbet style Fruity Ale with Blackberries, Blueberries and Raspberries"
1349,Camden Strong Lemonade,"Lemonade IPA with Strawberries, Calamondin and Meyer lemon"
1350,Barrel Aged Mike McIlyar's Hangover Cure,"Barrel aged Canadian Breakfast Style Imperial Stout with Bewdly smoked bacon coffee beans, dark Canadian maple syrup, cinnamon, vanilla and Ancho chili Read More"
1351,Cafe Den,Imperial Stout with Trung Nguyen coffee and Tahitian vanilla beans
1352,Triple Scoop : Raspberry,Smoothie style Berlinerweisse with triple the raspberries. So much raspberries you might need a straw :)
1353,Czech Engine Light (Lemonade),Czech Engine Light Pilsner with Lemonade.
1354,Passion Colada,"Unfiltered Berlinerweisse with Passionfruit, pineapple and young coconut puree"
1355,Margaret Dreamsicle (Peach & Apricot),Dreamsicle style sour IPA with peaches and apricots.
1356,Sippin On Jin And Juice,Double IPA with grapefruit
1357,Lychee Imperial Creamsicle,"Imperial Gose with Lychee, Blood Orange and Vanilla"
1358,Out On Bail - Bondsman's Friend Randy's Creme Fraiche,We called the Food Network at the discounted rate of $20/hr for the recipe to deglaze the hell out of this porter and add 30 plus pounds per barrel of… Read More
1359,Double Blueberry Lassi,Blueberries yogurt vanilla slushie
1360,Out On Bail - Bondsman's Crispety Crunchety Peanut Buttery Fingers,"Our smooth drinking porter, treated with 30 plus pounds per barrel of a popular Crispety Crunchety Peanut Buttery candy bars."
1361,Peche Posse,Berliner Weisse with Ruby peach and white peach
1362,Salted Caramel & Coconut,"Chocolate stout with caramel, coconut and pink Himalayan sea salt"
1363,Chuong 50th,"Happy 50th birthday brother Chuong. I think you're like this stout. Thick stout with Weasel coffee, toasted coconut and tons of vanilla"
1364,Crunchy Vibez (Andall),"Coffee Milkstout with Brandon Peck special Granola Bar (pecans, Jack Daniel Honey soaked oats, butter brown sugar, salt)"
1365,Dano Breakfast of Champion,"Imperial Oatmeal Stout with Louisiana coffee/chicory blend , Virginia dark maple syrup, dry bacon, cinnamon and vanilla"
1366,Princess Phileia B ! (Andall),"Imperial Ice Cream Stout with Strawberry, organic cacao nibs and Madagascar vanilla beans"
1367,Reed's Lemonade,Lemonade IPA with Apricot
1368,Lamb Panda Lemonade IPA,"Piece of the Action all Mosaics IPA with Apricots, Meyer lemon and Calamondin"
1369,Steady Snobbin',Aged in small barrel with new water evaporation technique. Thick mouthfeel with chocolate and coconut
1370,"Out On Bail (w/French Vanilla Coffee, Coconut, Cacao Nibs)",Porter with French vanilla coffee and touch of cacao nib/coconut
1371,Frozan Blackberry Chocolate,Blackberry Chocolate Slushee
1372,"Limonsito : Mango, Apricot (Andall)",Lemonade Gose with apricot and mango
1373,Jeff G #10 Chili Chocolate Coconut Bar (Andall),"Imperial Oatmeal Stout with Peruvian cacao nibs, toasted coconut and dry Aji chili pepper."
1374,Cam's 4 Leaf Lucky Joose,St Patrick style Berliner Weisse with Passionfruit and Mangoes
1375,Cork & Cage Anniversary Stout,
1376,Czech Engine Light (Kromer Lemonade),Czech style Lager with Kromer Lemonade
